trial,session,session_trial,trial_index,trial_type,picture_type,picture_label,sprang_form,suffix,suffix_label,rule_type,rule_id,stim_onset_s,stim_duration_s,repetition,total_repetition,item_repetition,rule_repetition,audio_file,recording_duration_s,duration_for_fmri_s,log_file,jitter_ms
1,1,1,1,trial-001-partir,10,partir,partiondo,ir,-ir,rule_ir,2,10.5564,4.0,1,1,1,1,Sub6015_001_partir.wav,8.4506,8.4506,fmri_naming_task-20251218-102659-HGAWR.log,4451
2,1,2,2,trial-002-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,19.5397,4.0,1,1,1,1,Sub6015_002_lavar.wav,9.5645,9.5645,fmri_naming_task-20251218-102659-HGAWR.log,5565
3,1,3,3,trial-003-dominas,5,dominas,daminiando,as,-as,rule_as,3,29.6395,4.0,1,1,1,1,Sub6015_003_dominas.wav,8.8521,8.8521,fmri_naming_task-20251218-102659-HGAWR.log,4852
4,1,4,4,trial-004-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,39.0228,4.0,1,1,1,1,Sub6015_004_recibis.wav,8.5643,8.5643,fmri_naming_task-20251218-102659-HGAWR.log,4564
5,1,5,5,trial-005-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,48.1227,4.0,1,1,1,2,Sub6015_005_deprimir.wav,7.7821,7.7821,fmri_naming_task-20251218-102659-HGAWR.log,3782
6,1,6,6,trial-006-sentis,12,sentis,sontiondo,is,-is,rule_is,4,56.4373,4.0,1,1,1,2,Sub6015_006_sentis.wav,8.109,8.109,fmri_naming_task-20251218-102659-HGAWR.log,4109
7,1,7,7,trial-007-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,65.0725,4.0,1,1,1,2,Sub6015_007_gustar.wav,7.8083,7.8083,fmri_naming_task-20251218-102659-HGAWR.log,3808
8,1,8,8,trial-008-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,73.4058,4.0,1,1,1,2,Sub6015_008_comenzas.wav,10.7836,10.7836,fmri_naming_task-20251218-102659-HGAWR.log,6784
9,1,9,9,trial-009-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,84.7223,4.0,1,1,1,3,Sub6015_009_impedir.wav,10.236,10.236,fmri_naming_task-20251218-102659-HGAWR.log,6236
10,1,10,10,trial-010-montas,9,montas,mantiando,as,-as,rule_as,3,95.4889,4.0,1,1,1,3,Sub6015_010_montas.wav,11.7389,11.7389,fmri_naming_task-20251218-102659-HGAWR.log,7739
11,1,11,11,trial-011-definis,3,definis,dofiniondo,is,-is,rule_is,4,107.7555,4.0,1,1,1,3,Sub6015_011_definis.wav,8.5134,8.5134,fmri_naming_task-20251218-102659-HGAWR.log,4513
12,1,12,12,trial-012-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,116.822,4.0,1,1,1,3,Sub6015_012_avanzar.wav,10.384,10.384,fmri_naming_task-20251218-102659-HGAWR.log,6384
13,1,13,13,trial-013-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,127.7373,4.0,2,2,2,4,Sub6015_013_comenzas.wav,7.9208,7.9208,fmri_naming_task-20251218-102659-HGAWR.log,3921
14,1,14,14,trial-014-partir,10,partir,partiondo,ir,-ir,rule_ir,2,136.1885,4.0,2,2,2,4,Sub6015_014_partir.wav,9.3154,9.3154,fmri_naming_task-20251218-102659-HGAWR.log,5315
15,1,15,15,trial-015-montas,9,montas,mantiando,as,-as,rule_as,3,146.0384,4.0,2,2,2,5,Sub6015_015_montas.wav,10.0059,10.0059,fmri_naming_task-20251218-102659-HGAWR.log,6006
16,1,16,16,trial-016-definis,3,definis,dofiniondo,is,-is,rule_is,4,156.5717,4.0,2,2,2,4,Sub6015_016_definis.wav,8.2173,8.2173,fmri_naming_task-20251218-102659-HGAWR.log,4217
17,1,17,17,trial-017-dominas,5,dominas,daminiando,as,-as,rule_as,3,165.3216,4.0,2,2,2,6,Sub6015_017_dominas.wav,10.6593,10.6593,fmri_naming_task-20251218-102659-HGAWR.log,6659
18,1,18,18,trial-018-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,176.5048,4.0,2,2,2,4,Sub6015_018_lavar.wav,10.6932,10.6932,fmri_naming_task-20251218-102659-HGAWR.log,6693
19,1,19,19,trial-019-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,187.7214,4.0,2,2,2,5,Sub6015_019_recibis.wav,10.1538,10.1538,fmri_naming_task-20251218-102659-HGAWR.log,6154
20,1,20,20,trial-020-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,198.4046,4.0,2,2,2,5,Sub6015_020_impedir.wav,7.9341,7.9341,fmri_naming_task-20251218-102659-HGAWR.log,3934
21,1,21,21,trial-021-sentis,12,sentis,sontiondo,is,-is,rule_is,4,206.8878,4.0,2,2,2,6,Sub6015_021_sentis.wav,9.6086,9.6086,fmri_naming_task-20251218-102659-HGAWR.log,5609
22,1,22,22,trial-022-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,217.0211,4.0,2,2,2,5,Sub6015_022_gustar.wav,11.2065,11.2065,fmri_naming_task-20251218-102659-HGAWR.log,7207
23,1,23,23,trial-023-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,228.7543,4.0,2,2,2,6,Sub6015_023_deprimir.wav,7.7049,7.7049,fmri_naming_task-20251218-102659-HGAWR.log,3705
24,1,24,24,trial-024-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,236.9876,4.0,2,2,2,6,Sub6015_024_avanzar.wav,9.7865,9.7865,fmri_naming_task-20251218-102659-HGAWR.log,5786
25,1,25,25,trial-025-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,247.3041,4.0,3,3,3,7,Sub6015_025_comenzas.wav,10.6832,10.6832,fmri_naming_task-20251218-102659-HGAWR.log,6683
26,1,26,26,trial-026-sentis,12,sentis,sontiondo,is,-is,rule_is,4,258.5207,4.0,3,3,3,7,Sub6015_026_sentis.wav,11.029,11.029,fmri_naming_task-20251218-102659-HGAWR.log,7029
27,1,27,27,trial-027-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,270.0872,4.0,3,3,3,7,Sub6015_027_deprimir.wav,9.0948,9.0948,fmri_naming_task-20251218-102659-HGAWR.log,5095
28,1,28,28,trial-028-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,279.7038,4.0,3,3,3,8,Sub6015_028_impedir.wav,9.4438,9.4438,fmri_naming_task-20251218-102659-HGAWR.log,5444
29,1,29,29,trial-029-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,289.6704,4.0,3,3,3,8,Sub6015_029_recibis.wav,10.5877,10.5877,fmri_naming_task-20251218-102659-HGAWR.log,6588
30,1,30,30,trial-030-partir,10,partir,partiondo,ir,-ir,rule_ir,2,300.787,4.0,3,3,3,9,Sub6015_030_partir.wav,9.5839,9.5839,fmri_naming_task-20251218-102659-HGAWR.log,5584
31,1,31,31,trial-031-montas,9,montas,mantiando,as,-as,rule_as,3,310.9035,4.0,3,3,3,8,Sub6015_031_montas.wav,9.0456,9.0456,fmri_naming_task-20251218-102659-HGAWR.log,5046
32,1,32,32,trial-032-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,320.4701,4.0,3,3,3,7,Sub6015_032_gustar.wav,7.4292,7.4292,fmri_naming_task-20251218-102659-HGAWR.log,3429
33,1,33,33,trial-033-definis,3,definis,dofiniondo,is,-is,rule_is,4,328.4367,4.0,3,3,3,9,Sub6015_033_definis.wav,7.2219,7.2219,fmri_naming_task-20251218-102659-HGAWR.log,3222
34,1,34,34,trial-034-dominas,5,dominas,daminiando,as,-as,rule_as,3,336.1866,4.0,3,3,3,9,Sub6015_034_dominas.wav,9.5314,9.5314,fmri_naming_task-20251218-102659-HGAWR.log,5531
35,1,35,35,trial-035-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,346.2532,4.0,3,3,3,8,Sub6015_035_lavar.wav,11.6606,11.6606,fmri_naming_task-20251218-102659-HGAWR.log,7661
36,1,36,36,trial-036-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,358.4364,4.0,3,3,3,9,Sub6015_036_avanzar.wav,8.4299,8.4299,fmri_naming_task-20251218-102659-HGAWR.log,4430
37,1,37,37,trial-037-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,367.403,4.0,4,4,4,10,Sub6015_037_comenzas.wav,7.8136,7.8136,fmri_naming_task-20251218-102659-HGAWR.log,3814
38,1,38,38,trial-038-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,375.7696,4.0,4,4,4,10,Sub6015_038_gustar.wav,9.9571,9.9571,fmri_naming_task-20251218-102659-HGAWR.log,5957
39,1,39,39,trial-039-partir,10,partir,partiondo,ir,-ir,rule_ir,2,386.2528,4.0,4,4,4,10,Sub6015_039_partir.wav,9.5206,9.5206,fmri_naming_task-20251218-102659-HGAWR.log,5521
40,1,40,40,trial-040-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,396.3027,4.0,4,4,4,10,Sub6015_040_recibis.wav,10.2363,10.2363,fmri_naming_task-20251218-102659-HGAWR.log,6236
41,1,41,41,trial-041-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,407.0859,4.0,4,4,4,11,Sub6015_041_avanzar.wav,8.3511,8.3511,fmri_naming_task-20251218-102659-HGAWR.log,4351
42,1,42,42,trial-042-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,415.9692,4.0,4,4,4,12,Sub6015_042_lavar.wav,9.6832,9.6832,fmri_naming_task-20251218-102659-HGAWR.log,5683
43,1,43,43,trial-043-sentis,12,sentis,sontiondo,is,-is,rule_is,4,426.1857,4.0,4,4,4,11,Sub6015_043_sentis.wav,7.9492,7.9492,fmri_naming_task-20251218-102659-HGAWR.log,3949
44,1,44,44,trial-044-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,434.669,4.0,4,4,4,11,Sub6015_044_impedir.wav,10.7621,10.7621,fmri_naming_task-20251218-102659-HGAWR.log,6762
45,1,45,45,trial-045-dominas,5,dominas,daminiando,as,-as,rule_as,3,445.9522,4.0,4,4,4,11,Sub6015_045_dominas.wav,7.8384,7.8384,fmri_naming_task-20251218-102659-HGAWR.log,3838
46,1,46,46,trial-046-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,454.3188,4.0,4,4,4,12,Sub6015_046_deprimir.wav,7.9525,7.9525,fmri_naming_task-20251218-102659-HGAWR.log,3953
47,1,47,47,trial-047-montas,9,montas,mantiando,as,-as,rule_as,3,462.8021,4.0,4,4,4,12,Sub6015_047_montas.wav,9.428,9.428,fmri_naming_task-20251218-102659-HGAWR.log,5428
48,1,48,48,trial-048-definis,3,definis,dofiniondo,is,-is,rule_is,4,472.752,4.0,4,4,4,12,Sub6015_048_definis.wav,10.7827,10.7827,fmri_naming_task-20251218-102659-HGAWR.log,6783
49,1,49,49,trial-049-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,484.0685,4.0,5,5,5,13,Sub6015_049_comenzas.wav,8.2687,8.2687,fmri_naming_task-20251218-102659-HGAWR.log,4269
50,1,50,50,trial-050-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,492.8684,4.0,5,5,5,13,Sub6015_050_impedir.wav,7.844,7.844,fmri_naming_task-20251218-102659-HGAWR.log,3844
51,1,51,51,trial-051-partir,10,partir,partiondo,ir,-ir,rule_ir,2,501.235,4.0,5,5,5,14,Sub6015_051_partir.wav,9.2203,9.2203,fmri_naming_task-20251218-102659-HGAWR.log,5220
52,1,52,52,trial-052-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,511.0016,4.0,5,5,5,15,Sub6015_052_deprimir.wav,8.3033,8.3033,fmri_naming_task-20251218-102659-HGAWR.log,4303
53,1,53,53,trial-053-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,519.8349,4.0,5,5,5,13,Sub6015_053_recibis.wav,10.8651,10.8651,fmri_naming_task-20251218-102659-HGAWR.log,6865
54,1,54,54,trial-054-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,531.2347,4.0,5,5,5,13,Sub6015_054_gustar.wav,10.0544,10.0544,fmri_naming_task-20251218-102659-HGAWR.log,6054
55,1,55,55,trial-055-definis,3,definis,dofiniondo,is,-is,rule_is,4,541.818,4.0,5,5,5,14,Sub6015_055_definis.wav,8.0073,8.0073,fmri_naming_task-20251218-102659-HGAWR.log,4007
56,1,56,56,trial-056-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,550.3512,4.0,5,5,5,14,Sub6015_056_lavar.wav,9.6486,9.6486,fmri_naming_task-20251218-102659-HGAWR.log,5649
57,1,57,57,trial-057-dominas,5,dominas,daminiando,as,-as,rule_as,3,560.5345,4.0,5,5,5,14,Sub6015_057_dominas.wav,7.7733,7.7733,fmri_naming_task-20251218-102659-HGAWR.log,3773
58,1,58,58,trial-058-sentis,12,sentis,sontiondo,is,-is,rule_is,4,568.8344,4.0,5,5,5,15,Sub6015_058_sentis.wav,7.5602,7.5602,fmri_naming_task-20251218-102659-HGAWR.log,3560
59,1,59,59,trial-059-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,576.9176,4.0,5,5,5,15,Sub6015_059_avanzar.wav,8.5134,8.5134,fmri_naming_task-20251218-102659-HGAWR.log,4513
60,1,60,60,trial-060-montas,9,montas,mantiando,as,-as,rule_as,3,585.9676,4.0,5,5,5,15,Sub6015_060_montas.wav,9.6293,9.6293,fmri_naming_task-20251218-102659-HGAWR.log,5629
61,2,1,61,trial-061-sentis,12,sentis,sontiondo,is,-is,rule_is,4,10.5332,4.0,1,6,6,16,Sub6015_061_sentis.wav,9.5283,9.5283,fmri_naming_task-20251218-103956-YPXKS.log,5528
