trial,session,session_trial,trial_index,trial_type,picture_type,picture_label,sprang_form,suffix,suffix_label,rule_type,rule_id,stim_onset_s,stim_duration_s,repetition,total_repetition,item_repetition,rule_repetition,audio_file,recording_duration_s,duration_for_fmri_s,log_file,jitter_ms
1,1,1,1,trial-001-definis,3,definis,dofiniondo,is,-is,rule_is,4,10.5377,4.0,1,1,1,1,Sub6013_001_definis.wav,7.9378,7.9378,fmri_naming_task-20251204-170755-ZUGGB.log,3938
2,1,2,2,trial-002-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,19.0043,4.0,1,1,1,1,Sub6013_002_comenzas.wav,9.4098,9.4098,fmri_naming_task-20251204-170755-ZUGGB.log,5410
3,1,3,3,trial-003-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,28.9375,4.0,1,1,1,1,Sub6013_003_avanzar.wav,11.1212,11.1212,fmri_naming_task-20251204-170755-ZUGGB.log,7121
4,1,4,4,trial-004-montas,9,montas,mantiando,as,-as,rule_as,3,40.5874,4.0,1,1,1,2,Sub6013_004_montas.wav,8.6901,8.6901,fmri_naming_task-20251204-170755-ZUGGB.log,4690
5,1,5,5,trial-005-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,49.804,4.0,1,1,1,2,Sub6013_005_lavar.wav,8.2345,8.2345,fmri_naming_task-20251204-170755-ZUGGB.log,4234
6,1,6,6,trial-006-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,58.5706,4.0,1,1,1,1,Sub6013_006_impedir.wav,10.4128,10.4128,fmri_naming_task-20251204-170755-ZUGGB.log,6413
7,1,7,7,trial-007-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,69.5038,4.0,1,1,1,2,Sub6013_007_recibis.wav,9.9536,9.9536,fmri_naming_task-20251204-170755-ZUGGB.log,5954
8,1,8,8,trial-008-sentis,12,sentis,sontiondo,is,-is,rule_is,4,79.987,4.0,1,1,1,3,Sub6013_008_sentis.wav,7.9544,7.9544,fmri_naming_task-20251204-170755-ZUGGB.log,3954
9,1,9,9,trial-009-partir,10,partir,partiondo,ir,-ir,rule_ir,2,88.4703,4.0,1,1,1,2,Sub6013_009_partir.wav,7.9241,7.9241,fmri_naming_task-20251204-170755-ZUGGB.log,3924
10,1,10,10,trial-010-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,96.9202,4.0,1,1,1,3,Sub6013_010_deprimir.wav,9.1939,9.1939,fmri_naming_task-20251204-170755-ZUGGB.log,5194
11,1,11,11,trial-011-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,106.6368,4.0,1,1,1,3,Sub6013_011_gustar.wav,8.2559,8.2559,fmri_naming_task-20251204-170755-ZUGGB.log,4256
12,1,12,12,trial-012-dominas,5,dominas,damitiando,as,-as,rule_as,3,115.42,4.0,1,1,1,3,Sub6013_012_dominas.wav,7.9402,7.9402,fmri_naming_task-20251204-170755-ZUGGB.log,3940
13,1,13,13,trial-013-definis,3,definis,dofiniondo,is,-is,rule_is,4,123.8866,4.0,2,2,2,4,Sub6013_013_definis.wav,9.4446,9.4446,fmri_naming_task-20251204-170755-ZUGGB.log,5445
14,1,14,14,trial-014-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,133.8532,4.0,2,2,2,4,Sub6013_014_gustar.wav,10.7392,10.7392,fmri_naming_task-20251204-170755-ZUGGB.log,6739
