trial,session,picture_type,picture_label,sprang_form,repetition,total_repetition,audio_file,jitter_ms
31,1,10,partir,partiondo,3,3,Sub6008_031_partir.wav,3646
32,1,1,avanzar,avanziando,3,3,Sub6008_032_avanzar.wav,4886
33,1,6,gustar,gustiando,3,3,Sub6008_033_gustar.wav,5458
34,1,12,sentis,sontiondo,3,3,Sub6008_034_sentis.wav,4576
35,1,4,deprimir,deprimiondo,3,3,Sub6008_035_deprimir.wav,3500
36,1,3,definis,dofiniondo,3,3,Sub6008_036_definis.wav,4038
37,1,8,lavar,laviando,4,4,Sub6008_037_lavar.wav,4559
38,1,3,definis,dofiniondo,4,4,Sub6008_038_definis.wav,6933
39,1,2,comenzas,camenziando,4,4,Sub6008_039_comenzas.wav,3650
40,1,10,partir,partiondo,4,4,Sub6008_040_partir.wav,5797
41,1,9,montas,mantiando,4,4,Sub6008_041_montas.wav,5507
42,1,11,recibis,rocibiondo,4,4,Sub6008_042_recibis.wav,3749
43,1,1,avanzar,avanziando,4,4,Sub6008_043_avanzar.wav,4726
44,1,4,deprimir,deprimiondo,4,4,Sub6008_044_deprimir.wav,5307
45,1,7,impedir,impediondo,4,4,Sub6008_045_impedir.wav,4220
46,1,6,gustar,gustiando,4,4,Sub6008_046_gustar.wav,6965
47,1,5,dominas,damitiando,4,4,Sub6008_047_dominas.wav,5691
48,1,12,sentis,sontiondo,4,4,Sub6008_048_sentis.wav,6428
49,1,7,impedir,impediondo,5,5,Sub6008_049_impedir.wav,4557
50,1,11,recibis,rocibiondo,5,5,Sub6008_050_recibis.wav,3549
51,1,2,comenzas,camenziando,5,5,Sub6008_051_comenzas.wav,4649
52,1,5,dominas,damitiando,5,5,Sub6008_052_dominas.wav,3423
53,1,1,avanzar,avanziando,5,5,Sub6008_053_avanzar.wav,5015
54,1,10,partir,partiondo,5,5,Sub6008_054_partir.wav,3631
55,1,12,sentis,sontiondo,5,5,Sub6008_055_sentis.wav,5958
56,1,8,lavar,laviando,5,5,Sub6008_056_lavar.wav,4302
57,1,6,gustar,gustiando,5,5,Sub6008_057_gustar.wav,3932
58,1,4,deprimir,deprimiondo,5,5,Sub6008_058_deprimir.wav,6348
59,1,9,montas,mantiando,5,5,Sub6008_059_montas.wav,4363
60,1,3,definis,dofiniondo,5,5,Sub6008_060_definis.wav,4231
61,2,9,montas,mantiando,1,6,Sub6008_061_montas.wav,4649
62,2,6,gustar,gustiando,1,6,Sub6008_062_gustar.wav,5375
63,2,8,lavar,laviando,1,6,Sub6008_063_lavar.wav,4155
64,2,12,sentis,sontiondo,1,6,Sub6008_064_sentis.wav,6057
65,2,5,dominas,damitiando,1,6,Sub6008_065_dominas.wav,6707
66,2,4,deprimir,deprimiondo,1,6,Sub6008_066_deprimir.wav,4181
67,2,7,impedir,impediondo,1,6,Sub6008_067_impedir.wav,4096
68,2,2,comenzas,camenziando,1,6,Sub6008_068_comenzas.wav,4470
69,2,10,partir,partiondo,1,6,Sub6008_069_partir.wav,4097
70,2,1,avanzar,avanziando,1,6,Sub6008_070_avanzar.wav,5392
71,2,3,definis,dofiniondo,1,6,Sub6008_071_definis.wav,4529
72,2,11,recibis,rocibiondo,1,6,Sub6008_072_recibis.wav,5471
73,2,9,montas,mantiando,2,7,Sub6008_073_montas.wav,4962
74,2,7,impedir,impediondo,2,7,Sub6008_074_impedir.wav,4984
75,2,2,comenzas,camenziando,2,7,Sub6008_075_comenzas.wav,4116
76,2,11,recibis,rocibiondo,2,7,Sub6008_076_recibis.wav,4993
77,2,1,avanzar,avanziando,2,7,Sub6008_077_avanzar.wav,6433
78,2,5,dominas,damitiando,2,7,Sub6008_078_dominas.wav,4479
79,2,12,sentis,sontiondo,2,7,Sub6008_079_sentis.wav,5443
80,2,10,partir,partiondo,2,7,Sub6008_080_partir.wav,4519
81,2,3,definis,dofiniondo,2,7,Sub6008_081_definis.wav,6011
82,2,8,lavar,laviando,2,7,Sub6008_082_lavar.wav,5385
83,2,6,gustar,gustiando,2,7,Sub6008_083_gustar.wav,4174
84,2,4,deprimir,deprimiondo,2,7,Sub6008_084_deprimir.wav,7110
85,2,2,comenzas,camenziando,3,8,Sub6008_085_comenzas.wav,6500
86,2,7,impedir,impediondo,3,8,Sub6008_086_impedir.wav,4443
87,2,6,gustar,gustiando,3,8,Sub6008_087_gustar.wav,6702
88,2,8,lavar,laviando,3,8,Sub6008_088_lavar.wav,3518
89,2,10,partir,partiondo,3,8,Sub6008_089_partir.wav,4043
90,2,3,definis,dofiniondo,3,8,Sub6008_090_definis.wav,3892
91,2,9,montas,mantiando,3,8,Sub6008_091_montas.wav,3879
92,2,5,dominas,damitiando,3,8,Sub6008_092_dominas.wav,4272
93,2,4,deprimir,deprimiondo,3,8,Sub6008_093_deprimir.wav,4602
94,2,11,recibis,rocibiondo,3,8,Sub6008_094_recibis.wav,4035
95,2,12,sentis,sontiondo,3,8,Sub6008_095_sentis.wav,5372
96,2,1,avanzar,avanziando,3,8,Sub6008_096_avanzar.wav,4931
97,2,5,dominas,damitiando,4,9,Sub6008_097_dominas.wav,3904
98,2,3,definis,dofiniondo,4,9,Sub6008_098_definis.wav,4395
99,2,12,sentis,sontiondo,4,9,Sub6008_099_sentis.wav,5950
100,2,9,montas,mantiando,4,9,Sub6008_100_montas.wav,4865
101,2,2,comenzas,camenziando,4,9,Sub6008_101_comenzas.wav,3503
102,2,7,impedir,impediondo,4,9,Sub6008_102_impedir.wav,7823
103,2,10,partir,partiondo,4,9,Sub6008_103_partir.wav,4652
104,2,6,gustar,gustiando,4,9,Sub6008_104_gustar.wav,4618
105,2,1,avanzar,avanziando,4,9,Sub6008_105_avanzar.wav,6125
106,2,11,recibis,rocibiondo,4,9,Sub6008_106_recibis.wav,3931
107,2,4,deprimir,deprimiondo,4,9,Sub6008_107_deprimir.wav,6556
108,2,8,lavar,laviando,4,9,Sub6008_108_lavar.wav,3913
109,2,9,montas,mantiando,5,10,Sub6008_109_montas.wav,5621
110,2,7,impedir,impediondo,5,10,Sub6008_110_impedir.wav,5563
111,2,10,partir,partiondo,5,10,Sub6008_111_partir.wav,4790
112,2,2,comenzas,camenziando,5,10,Sub6008_112_comenzas.wav,4828
113,2,4,deprimir,deprimiondo,5,10,Sub6008_113_deprimir.wav,5520
114,2,11,recibis,rocibiondo,5,10,Sub6008_114_recibis.wav,5587
115,2,6,gustar,gustiando,5,10,Sub6008_115_gustar.wav,4858
116,2,1,avanzar,avanziando,5,10,Sub6008_116_avanzar.wav,4972
117,2,12,sentis,sontiondo,5,10,Sub6008_117_sentis.wav,4499
118,2,8,lavar,laviando,5,10,Sub6008_118_lavar.wav,6287
119,2,3,definis,dofiniondo,5,10,Sub6008_119_definis.wav,3860
120,2,5,dominas,damitiando,5,10,Sub6008_120_dominas.wav,4170
121,3,11,recibis,rocibiondo,1,11,Sub6008_121_recibis.wav,6571
122,3,9,montas,mantiando,1,11,Sub6008_122_montas.wav,6415
123,3,4,deprimir,deprimiondo,1,11,Sub6008_123_deprimir.wav,3733
124,3,12,sentis,sontiondo,1,11,Sub6008_124_sentis.wav,4179
125,3,3,definis,dofiniondo,1,11,Sub6008_125_definis.wav,3249
126,3,5,dominas,damitiando,1,11,Sub6008_126_dominas.wav,5629
127,3,2,comenzas,camenziando,1,11,Sub6008_127_comenzas.wav,4023
128,3,7,impedir,impediondo,1,11,Sub6008_128_impedir.wav,6649
129,3,10,partir,partiondo,1,11,Sub6008_129_partir.wav,4790
130,3,8,lavar,laviando,1,11,Sub6008_130_lavar.wav,3451
131,3,1,avanzar,avanziando,1,11,Sub6008_131_avanzar.wav,5286
132,3,6,gustar,gustiando,1,11,Sub6008_132_gustar.wav,4160
133,3,8,lavar,laviando,2,12,Sub6008_133_lavar.wav,7514
134,3,2,comenzas,camenziando,2,12,Sub6008_134_comenzas.wav,3907
135,3,10,partir,partiondo,2,12,Sub6008_135_partir.wav,4170
136,3,11,recibis,rocibiondo,2,12,Sub6008_136_recibis.wav,4000
137,3,4,deprimir,deprimiondo,2,12,Sub6008_137_deprimir.wav,5483
138,3,6,gustar,gustiando,2,12,Sub6008_138_gustar.wav,3595
139,3,5,dominas,damitiando,2,12,Sub6008_139_dominas.wav,7875
140,3,7,impedir,impediondo,2,12,Sub6008_140_impedir.wav,3933
141,3,12,sentis,sontiondo,2,12,Sub6008_141_sentis.wav,4514
142,3,3,definis,dofiniondo,2,12,Sub6008_142_definis.wav,4261
143,3,9,montas,mantiando,2,12,Sub6008_143_montas.wav,4103
144,3,1,avanzar,avanziando,2,12,Sub6008_144_avanzar.wav,3730
145,3,3,definis,dofiniondo,3,13,Sub6008_145_definis.wav,6811
146,3,4,deprimir,deprimiondo,3,13,Sub6008_146_deprimir.wav,6689
147,3,5,dominas,damitiando,3,13,Sub6008_147_dominas.wav,5971
148,3,1,avanzar,avanziando,3,13,Sub6008_148_avanzar.wav,5148
149,3,8,lavar,laviando,3,13,Sub6008_149_lavar.wav,4769
150,3,7,impedir,impediondo,3,13,Sub6008_150_impedir.wav,5420
151,3,10,partir,partiondo,3,13,Sub6008_151_partir.wav,6019
152,3,12,sentis,sontiondo,3,13,Sub6008_152_sentis.wav,7165
153,3,2,comenzas,camenziando,3,13,Sub6008_153_comenzas.wav,5836
154,3,9,montas,mantiando,3,13,Sub6008_154_montas.wav,4798
155,3,11,recibis,rocibiondo,3,13,Sub6008_155_recibis.wav,5820
156,3,6,gustar,gustiando,3,13,Sub6008_156_gustar.wav,3903
157,3,1,avanzar,avanziando,4,14,Sub6008_157_avanzar.wav,4763
158,3,3,definis,dofiniondo,4,14,Sub6008_158_definis.wav,4755
159,3,2,comenzas,camenziando,4,14,Sub6008_159_comenzas.wav,4848
160,3,9,montas,mantiando,4,14,Sub6008_160_montas.wav,5200
161,3,12,sentis,sontiondo,4,14,Sub6008_161_sentis.wav,5562
162,3,7,impedir,impediondo,4,14,Sub6008_162_impedir.wav,5744
163,3,5,dominas,damitiando,4,14,Sub6008_163_dominas.wav,3812
164,3,8,lavar,laviando,4,14,Sub6008_164_lavar.wav,3382
165,3,10,partir,partiondo,4,14,Sub6008_165_partir.wav,4716
166,3,11,recibis,rocibiondo,4,14,Sub6008_166_recibis.wav,7451
167,3,4,deprimir,deprimiondo,4,14,Sub6008_167_deprimir.wav,6155
168,3,6,gustar,gustiando,4,14,Sub6008_168_gustar.wav,4445
169,3,7,impedir,impediondo,5,15,Sub6008_169_impedir.wav,7033
170,3,2,comenzas,camenziando,5,15,Sub6008_170_comenzas.wav,4616
171,3,5,dominas,damitiando,5,15,Sub6008_171_dominas.wav,3922
172,3,12,sentis,sontiondo,5,15,Sub6008_172_sentis.wav,5523
173,3,11,recibis,rocibiondo,5,15,Sub6008_173_recibis.wav,6019
174,3,8,lavar,laviando,5,15,Sub6008_174_lavar.wav,4099
175,3,1,avanzar,avanziando,5,15,Sub6008_175_avanzar.wav,6023
176,3,4,deprimir,deprimiondo,5,15,Sub6008_176_deprimir.wav,4438
177,3,3,definis,dofiniondo,5,15,Sub6008_177_definis.wav,3537
178,3,10,partir,partiondo,5,15,Sub6008_178_partir.wav,5278
179,3,9,montas,mantiando,5,15,Sub6008_179_montas.wav,4448
180,3,6,gustar,gustiando,5,15,Sub6008_180_gustar.wav,3881
181,4,1,avanzar,avanziando,1,16,Sub6008_181_avanzar.wav,7304
182,4,3,definis,dofiniondo,1,16,Sub6008_182_definis.wav,5844
183,4,10,partir,partiondo,1,16,Sub6008_183_partir.wav,5344
184,4,6,gustar,gustiando,1,16,Sub6008_184_gustar.wav,4059
185,4,2,comenzas,camenziando,1,16,Sub6008_185_comenzas.wav,3345
186,4,8,lavar,laviando,1,16,Sub6008_186_lavar.wav,4283
187,4,12,sentis,sontiondo,1,16,Sub6008_187_sentis.wav,4841
188,4,4,deprimir,deprimiondo,1,16,Sub6008_188_deprimir.wav,3507
189,4,9,montas,mantiando,1,16,Sub6008_189_montas.wav,5156
190,4,7,impedir,impediondo,1,16,Sub6008_190_impedir.wav,5610
191,4,11,recibis,rocibiondo,1,16,Sub6008_191_recibis.wav,6603
192,4,5,dominas,damitiando,1,16,Sub6008_192_dominas.wav,5736
193,4,2,comenzas,camenziando,2,17,Sub6008_193_comenzas.wav,3950
194,4,11,recibis,rocibiondo,2,17,Sub6008_194_recibis.wav,5453
195,4,9,montas,mantiando,2,17,Sub6008_195_montas.wav,5594
196,4,8,lavar,laviando,2,17,Sub6008_196_lavar.wav,4252
197,4,3,definis,dofiniondo,2,17,Sub6008_197_definis.wav,6485
198,4,10,partir,partiondo,2,17,Sub6008_198_partir.wav,5288
199,4,1,avanzar,avanziando,2,17,Sub6008_199_avanzar.wav,3865
200,4,12,sentis,sontiondo,2,17,Sub6008_200_sentis.wav,5400
201,4,7,impedir,impediondo,2,17,Sub6008_201_impedir.wav,5604
202,4,4,deprimir,deprimiondo,2,17,Sub6008_202_deprimir.wav,5307
203,4,6,gustar,gustiando,2,17,Sub6008_203_gustar.wav,5726
204,4,5,dominas,damitiando,2,17,Sub6008_204_dominas.wav,4857
205,4,8,lavar,laviando,3,18,Sub6008_205_lavar.wav,6416
206,4,7,impedir,impediondo,3,18,Sub6008_206_impedir.wav,5576
207,4,4,deprimir,deprimiondo,3,18,Sub6008_207_deprimir.wav,6717
208,4,9,montas,mantiando,3,18,Sub6008_208_montas.wav,4853
209,4,5,dominas,damitiando,3,18,Sub6008_209_dominas.wav,6325
210,4,10,partir,partiondo,3,18,Sub6008_210_partir.wav,3623
211,4,1,avanzar,avanziando,3,18,Sub6008_211_avanzar.wav,4861
212,4,12,sentis,sontiondo,3,18,Sub6008_212_sentis.wav,6460
213,4,6,gustar,gustiando,3,18,Sub6008_213_gustar.wav,3488
214,4,2,comenzas,camenziando,3,18,Sub6008_214_comenzas.wav,4661
215,4,11,recibis,rocibiondo,3,18,Sub6008_215_recibis.wav,4508
216,4,3,definis,dofiniondo,3,18,Sub6008_216_definis.wav,5085
217,4,12,sentis,sontiondo,4,19,Sub6008_217_sentis.wav,3777
218,4,11,recibis,rocibiondo,4,19,Sub6008_218_recibis.wav,4525
219,4,9,montas,mantiando,4,19,Sub6008_219_montas.wav,3426
220,4,5,dominas,damitiando,4,19,Sub6008_220_dominas.wav,7581
221,4,7,impedir,impediondo,4,19,Sub6008_221_impedir.wav,4126
222,4,6,gustar,gustiando,4,19,Sub6008_222_gustar.wav,5929
223,4,4,deprimir,deprimiondo,4,19,Sub6008_223_deprimir.wav,4329
224,4,2,comenzas,camenziando,4,19,Sub6008_224_comenzas.wav,4458
225,4,10,partir,partiondo,4,19,Sub6008_225_partir.wav,4912
226,4,3,definis,dofiniondo,4,19,Sub6008_226_definis.wav,6268
227,4,1,avanzar,avanziando,4,19,Sub6008_227_avanzar.wav,4785
228,4,8,lavar,laviando,4,19,Sub6008_228_lavar.wav,4308
229,4,4,deprimir,deprimiondo,5,20,Sub6008_229_deprimir.wav,4036
230,4,5,dominas,damitiando,5,20,Sub6008_230_dominas.wav,3712
231,4,7,impedir,impediondo,5,20,Sub6008_231_impedir.wav,3737
232,4,6,gustar,gustiando,5,20,Sub6008_232_gustar.wav,3497
233,4,10,partir,partiondo,5,20,Sub6008_233_partir.wav,5937
234,4,1,avanzar,avanziando,5,20,Sub6008_234_avanzar.wav,7119
235,4,8,lavar,laviando,5,20,Sub6008_235_lavar.wav,5769
236,4,9,montas,mantiando,5,20,Sub6008_236_montas.wav,5829
237,4,11,recibis,rocibiondo,5,20,Sub6008_237_recibis.wav,4374
238,4,3,definis,dofiniondo,5,20,Sub6008_238_definis.wav,3476
239,4,2,comenzas,camenziando,5,20,Sub6008_239_comenzas.wav,7551
240,4,12,sentis,sontiondo,5,20,Sub6008_240_sentis.wav,3503
241,5,4,deprimir,deprimiondo,1,21,Sub6008_241_deprimir.wav,3809
242,5,8,lavar,laviando,1,21,Sub6008_242_lavar.wav,3905
243,5,2,comenzas,camenziando,1,21,Sub6008_243_comenzas.wav,3257
244,5,12,sentis,sontiondo,1,21,Sub6008_244_sentis.wav,4393
245,5,3,definis,dofiniondo,1,21,Sub6008_245_definis.wav,4218
246,5,11,recibis,rocibiondo,1,21,Sub6008_246_recibis.wav,4225
247,5,9,montas,mantiando,1,21,Sub6008_247_montas.wav,4856
248,5,1,avanzar,avanziando,1,21,Sub6008_248_avanzar.wav,4288
249,5,5,dominas,damitiando,1,21,Sub6008_249_dominas.wav,3989
250,5,10,partir,partiondo,1,21,Sub6008_250_partir.wav,7238
251,5,7,impedir,impediondo,1,21,Sub6008_251_impedir.wav,5309
252,5,6,gustar,gustiando,1,21,Sub6008_252_gustar.wav,5658
253,5,9,montas,mantiando,2,22,Sub6008_253_montas.wav,3810
254,5,12,sentis,sontiondo,2,22,Sub6008_254_sentis.wav,5697
255,5,11,recibis,rocibiondo,2,22,Sub6008_255_recibis.wav,4648
256,5,3,definis,dofiniondo,2,22,Sub6008_256_definis.wav,5405
257,5,2,comenzas,camenziando,2,22,Sub6008_257_comenzas.wav,4812
258,5,8,lavar,laviando,2,22,Sub6008_258_lavar.wav,4429
259,5,5,dominas,damitiando,2,22,Sub6008_259_dominas.wav,4851
260,5,7,impedir,impediondo,2,22,Sub6008_260_impedir.wav,5432
261,5,1,avanzar,avanziando,2,22,Sub6008_261_avanzar.wav,5272
262,5,10,partir,partiondo,2,22,Sub6008_262_partir.wav,5995
263,5,4,deprimir,deprimiondo,2,22,Sub6008_263_deprimir.wav,4227
264,5,6,gustar,gustiando,2,22,Sub6008_264_gustar.wav,3510
265,5,9,montas,mantiando,3,23,Sub6008_265_montas.wav,4481
266,5,12,sentis,sontiondo,3,23,Sub6008_266_sentis.wav,7279
267,5,5,dominas,damitiando,3,23,Sub6008_267_dominas.wav,7006
268,5,2,comenzas,camenziando,3,23,Sub6008_268_comenzas.wav,4085
269,5,3,definis,dofiniondo,3,23,Sub6008_269_definis.wav,5645
270,5,7,impedir,impediondo,3,23,Sub6008_270_impedir.wav,4109
271,5,10,partir,partiondo,3,23,Sub6008_271_partir.wav,4023
272,5,6,gustar,gustiando,3,23,Sub6008_272_gustar.wav,3695
273,5,11,recibis,rocibiondo,3,23,Sub6008_273_recibis.wav,7296
274,5,8,lavar,laviando,3,23,Sub6008_274_lavar.wav,3582
275,5,1,avanzar,avanziando,3,23,Sub6008_275_avanzar.wav,4244
276,5,4,deprimir,deprimiondo,3,23,Sub6008_276_deprimir.wav,3619
277,5,12,sentis,sontiondo,4,24,Sub6008_277_sentis.wav,6492
278,5,10,partir,partiondo,4,24,Sub6008_278_partir.wav,4107
279,5,5,dominas,damitiando,4,24,Sub6008_279_dominas.wav,7251
280,5,2,comenzas,camenziando,4,24,Sub6008_280_comenzas.wav,4340
281,5,4,deprimir,deprimiondo,4,24,Sub6008_281_deprimir.wav,5021
282,5,9,montas,mantiando,4,24,Sub6008_282_montas.wav,5525
283,5,6,gustar,gustiando,4,24,Sub6008_283_gustar.wav,4288
284,5,1,avanzar,avanziando,4,24,Sub6008_284_avanzar.wav,5247
285,5,3,definis,dofiniondo,4,24,Sub6008_285_definis.wav,4050
286,5,7,impedir,impediondo,4,24,Sub6008_286_impedir.wav,4879
287,5,11,recibis,rocibiondo,4,24,Sub6008_287_recibis.wav,6510
288,5,8,lavar,laviando,4,24,Sub6008_288_lavar.wav,3445
289,5,2,comenzas,camenziando,5,25,Sub6008_289_comenzas.wav,4884
290,5,9,montas,mantiando,5,25,Sub6008_290_montas.wav,3794
291,5,5,dominas,damitiando,5,25,Sub6008_291_dominas.wav,3442
292,5,7,impedir,impediondo,5,25,Sub6008_292_impedir.wav,3873
293,5,8,lavar,laviando,5,25,Sub6008_293_lavar.wav,4241
294,5,3,definis,dofiniondo,5,25,Sub6008_294_definis.wav,5084
295,5,4,deprimir,deprimiondo,5,25,Sub6008_295_deprimir.wav,7385
296,5,10,partir,partiondo,5,25,Sub6008_296_partir.wav,4626
297,5,1,avanzar,avanziando,5,25,Sub6008_297_avanzar.wav,5879
298,5,6,gustar,gustiando,5,25,Sub6008_298_gustar.wav,4962
299,5,11,recibis,rocibiondo,5,25,Sub6008_299_recibis.wav,6544
300,5,12,sentis,sontiondo,5,25,Sub6008_300_sentis.wav,3289
