trial,session,session_trial,trial_index,trial_type,picture_type,picture_label,sprang_form,suffix,suffix_label,rule_type,rule_id,stim_onset_s,stim_duration_s,repetition,total_repetition,item_repetition,rule_repetition,audio_file,recording_duration_s,duration_for_fmri_s,log_file,jitter_ms
1,1,1,1,trial-001-recibis,11,recibis,rocibiondo,is,-is,rule_is,4,10.5412,4.0,1,1,1,1,Sub6017_001_recibis.wav,7.7046,7.7046,fmri_naming_task-20251218-135101-VPNWX.log,3705
2,1,2,2,trial-002-partir,10,partir,partiondo,ir,-ir,rule_ir,2,18.7744,4.0,1,1,1,1,Sub6017_002_partir.wav,7.354,7.354,fmri_naming_task-20251218-135101-VPNWX.log,3354
3,1,3,3,trial-003-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,26.6577,4.0,1,1,1,2,Sub6017_003_deprimir.wav,8.3741,8.3741,fmri_naming_task-20251218-135101-VPNWX.log,4374
4,1,4,4,trial-004-montas,9,montas,mantiando,as,-as,rule_as,3,35.5576,4.0,1,1,1,1,Sub6017_004_montas.wav,11.0481,11.0481,fmri_naming_task-20251218-135101-VPNWX.log,7048
5,1,5,5,trial-005-dominas,5,dominas,damitiando,as,-as,rule_as,3,47.1408,4.0,1,1,1,2,Sub6017_005_dominas.wav,7.425,7.425,fmri_naming_task-20251218-135101-VPNWX.log,3425
6,1,6,6,trial-006-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,55.0908,4.0,1,1,1,1,Sub6017_006_gustar.wav,10.5216,10.5216,fmri_naming_task-20251218-135101-VPNWX.log,6522
7,1,7,7,trial-007-definis,3,definis,dofiniondo,is,-is,rule_is,4,66.1406,4.0,1,1,1,2,Sub6017_007_definis.wav,9.1254,9.1254,fmri_naming_task-20251218-135101-VPNWX.log,5125
8,1,8,8,trial-008-sentis,12,sentis,sontiondo,is,-is,rule_is,4,75.7906,4.0,1,1,1,3,Sub6017_008_sentis.wav,8.9653,8.9653,fmri_naming_task-20251218-135101-VPNWX.log,4965
9,1,9,9,trial-009-comenzas,2,comenzas,camenziando,as,-as,rule_as,3,85.2905,4.0,1,1,1,3,Sub6017_009_comenzas.wav,9.987,9.987,fmri_naming_task-20251218-135101-VPNWX.log,5987
10,1,10,10,trial-010-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,95.807,4.0,1,1,1,2,Sub6017_010_lavar.wav,9.1172,9.1172,fmri_naming_task-20251218-135101-VPNWX.log,5117
11,1,11,11,trial-011-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,105.4569,4.0,1,1,1,3,Sub6017_011_impedir.wav,11.2143,11.2143,fmri_naming_task-20251218-135101-VPNWX.log,7214
12,1,12,12,trial-012-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,117.2068,4.0,1,1,1,3,Sub6017_012_avanzar.wav,9.2289,9.2289,fmri_naming_task-20251218-135101-VPNWX.log,5229
13,1,13,13,trial-013-montas,9,montas,mantiando,as,-as,rule_as,3,126.9567,4.0,2,2,2,4,Sub6017_013_montas.wav,11.2064,11.2064,fmri_naming_task-20251218-135101-VPNWX.log,7206
14,1,14,14,trial-014-impedir,7,impedir,impediondo,ir,-ir,rule_ir,2,138.6899,4.0,2,2,2,4,Sub6017_014_impedir.wav,8.2782,8.2782,fmri_naming_task-20251218-135101-VPNWX.log,4278
15,1,15,15,trial-015-gustar,6,gustar,gustiando,ar,-ar,rule_ar,1,147.4899,4.0,2,2,2,4,Sub6017_015_gustar.wav,7.6286,7.6286,fmri_naming_task-20251218-135101-VPNWX.log,3629
16,1,16,16,trial-016-lavar,8,lavar,laviando,ar,-ar,rule_ar,1,155.6398,4.0,2,2,2,5,Sub6017_016_lavar.wav,9.2375,9.2375,fmri_naming_task-20251218-135101-VPNWX.log,5237
17,1,17,17,trial-017-dominas,5,dominas,damitiando,as,-as,rule_as,3,165.4063,4.0,2,2,2,5,Sub6017_017_dominas.wav,7.9611,7.9611,fmri_naming_task-20251218-135101-VPNWX.log,3961
18,1,18,18,trial-018-definis,3,definis,dofiniondo,is,-is,rule_is,4,173.8896,4.0,2,2,2,4,Sub6017_018_definis.wav,9.8793,9.8793,fmri_naming_task-20251218-135101-VPNWX.log,5879
19,1,19,19,trial-019-sentis,12,sentis,sontiondo,is,-is,rule_is,4,184.3062,4.0,2,2,2,5,Sub6017_019_sentis.wav,10.4738,10.4738,fmri_naming_task-20251218-135101-VPNWX.log,6474
20,1,20,20,trial-020-avanzar,1,avanzar,avanziando,ar,-ar,rule_ar,1,195.306,4.0,2,2,2,6,Sub6017_020_avanzar.wav,10.9357,10.9357,fmri_naming_task-20251218-135101-VPNWX.log,6936
21,1,21,21,trial-021-deprimir,4,deprimir,deprimiondo,ir,-ir,rule_ir,2,206.7726,4.0,2,2,2,5,Sub6017_021_deprimir.wav,9.7395,9.7395,fmri_naming_task-20251218-135101-VPNWX.log,5740
